时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-1-13 16:26:00,沈阳,-20,晴,北风0级,-24,68%,1,10,0.0,1017,22,10,🥶 红色极寒警报：体感低至 -24℃
2026-1-13 17:16:00,沈阳,-19,晴,东北风2级,-24,63%,10,41,0.0,1016,21,10,🥶 红色极寒警报：体感低至 -24℃
2026-1-13 18:24:00,沈阳,-20,晴,东北风2级,-25,66%,7,36,0.0,1017,22,10,🥶 红色极寒警报：体感低至 -25℃
2026-1-13 19:16:00,沈阳,-20,晴,北风0级,-25,68%,1,5,0.0,1016,17,10,🥶 红色极寒警报：体感低至 -25℃
2026-1-13 20:16:00,沈阳,-19,多云,东北风2级,-25,63%,6,40,0.0,1015,21,10,🥶 红色极寒警报：体感低至 -25℃
2026-1-13 21:16:00,沈阳,-18,阴,东北风1级,-23,61%,2,23,0.0,1015,21,10,🥶 红色极寒警报：体感低至 -23℃
2026-1-13 22:18:00,沈阳,-17,阴,东北风2级,-23,63%,9,35,0.0,1014,24,91,🥶 红色极寒警报：体感低至 -23℃
2026-1-13 23:18:00,沈阳,-16,阴,东北风1级,-21,59%,5,43,0.0,1014,24,95,🥶 红色极寒警报：体感低至 -21℃
2026-1-14 01:48:00,沈阳,-12,多云,东北风2级,-17,58%,11,66,0.0,1013,19,100,❄️ 橙色寒冷提示：体感低至 -17℃
2026-1-14 03:40:00,沈阳,-6,阴,东南风2级,-11,71%,8,136,0.0,1012,27,100,
2026-1-14 04:40:00,沈阳,-5,阴,东南风2级,-10,69%,9,126,0.0,1011,28,100,
2026-1-14 05:18:00,沈阳,-4,阴,东南风2级,-9,64%,8,117,0.0,1010,29,100,
2026-1-14 06:24:00,沈阳,-4,阴,东南风2级,-9,64%,9,150,0.0,1009,30,100,
2026-1-14 07:18:00,沈阳,-4,阴,东南风2级,-9,66%,6,115,0.0,1008,30,100,
2026-1-14 08:16:00,沈阳,-4,阴,东南风2级,-9,66%,9,139,0.0,1007,30,100,
2026-1-14 09:25:00,沈阳,-4,阴,东南风2级,-9,67%,7,123,0.0,1007,30,100,
2026-1-14 10:08:00,沈阳,-4,阴,东南风2级,-10,66%,11,149,0.0,1007,30,100,
2026-1-14 11:18:00,沈阳,-4,阴,南风1级,-8,68%,2,199,0.0,1007,30,100,
2026-1-14 12:40:00,沈阳,-4,阴,东南风2级,-9,72%,11,123,0.0,1007,21,100,
2026-1-14 13:32:00,沈阳,-4,阴,东南风2级,-8,78%,11,144,0.0,1006,21,100,
2026-1-14 14:10:00,沈阳,-3,阴,东南风2级,-6,79%,11,130,0.0,1006,19,100,
