时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2025-12-15 16:24:00,昆明,8,晴,西南风3级,5,76%,12,225,0.0,813,30,0,
2025-12-15 17:16:00,昆明,8,晴,西南风2级,6,76%,6,225,0.0,813,25,0,
2025-12-15 18:24:00,昆明,7,晴,西风2级,5,83%,7,270,0.0,812,22,0,
2025-12-15 19:10:00,昆明,6,晴,西南风1级,4,84%,5,225,0.0,812,22,0,
2025-12-15 20:17:00,昆明,7,晴,西南风2级,5,79%,8,225,0.0,812,24,0,
2025-12-15 21:10:00,昆明,7,晴,西南风2级,5,84%,9,225,0.0,811,21,0,
2025-12-15 22:16:00,昆明,7,晴,西南风2级,5,79%,7,225,0.0,811,20,10,
2025-12-15 23:10:00,昆明,7,晴,西南风2级,5,80%,8,225,0.0,812,18,10,
2025-12-16 01:34:00,昆明,9,晴,西风2级,6,74%,11,270,0.0,813,22,10,
2025-12-16 03:16:00,昆明,12,晴,西南风3级,8,58%,17,225,0.0,814,23,4,
2025-12-16 04:26:00,昆明,14,晴,西南风4级,9,46%,25,225,0.0,813,20,91,
2025-12-16 05:18:00,昆明,15,晴,西南风3级,11,41%,19,225,0.0,812,30,91,
