时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2025-12-5 16:24:00,重庆,10,雾,西北风2级,8,87%,8,315,0.0,992,5,1,
2025-12-5 17:08:00,重庆,9,雾,西风2级,7,88%,7,270,0.0,991,5,1,
2025-12-5 18:18:00,重庆,9,雾,西风1级,8,92%,5,270,0.0,991,4,2,
2025-12-5 19:09:00,重庆,9,雾,西北风1级,8,92%,5,315,0.0,991,4,2,
2025-12-5 20:16:00,重庆,8,雾,西北风2级,7,96%,6,315,0.0,990,2,1,
2025-12-5 21:10:00,重庆,8,雾,西北风1级,7,95%,5,315,0.0,990,2,0,
2025-12-5 22:16:00,重庆,8,雾,西北风1级,7,96%,5,315,0.0,990,2,2,
2025-12-5 23:08:00,重庆,8,雾,西北风1级,7,97%,5,315,0.0,990,1,4,
2025-12-6 01:24:00,重庆,9,雾,西北风1级,8,97%,3,315,0.0,991,4,10,
2025-12-6 03:00:00,重庆,11,雾,东风2级,10,75%,6,90,0.0,992,5,10,
2025-12-6 04:18:00,重庆,12,雾,东风1级,11,69%,2,90,0.0,991,6,10,
